,Npy1r,Drd1,Sema3c,Drd2,Htr2c,Htr1b,Vdr,Gpx3,Dlk1,Vgf,Ppp1r1b,Nefm,Cartpt,Prkcd,Tac1,Penk,Gal,Sst,Pdyn,Nts,Tac2,Ebf1,Crym,Gad1,Cyp26b1,Crh,Oprk1,Vipr2,Scn4b,y,x
m264M_485,1.0,0.0,2.0,15.0,37.0,2.0,4.0,4.0,11.0,106.0,18.0,4.0,3.0,14.0,0.0,105.0,1.0,4.0,14.0,4.0,11.0,4.0,5.0,156.0,61.0,4.0,16.0,0.0,0.0,491.8651124744376,602.2979859614218
m264M_487,6.0,2.0,1.0,37.0,42.0,22.0,5.0,5.0,1.0,52.0,105.0,8.0,1.0,0.0,0.0,311.0,0.0,6.0,2.0,0.0,1.0,4.0,43.0,57.0,84.0,0.0,0.0,0.0,0.0,175.06936391973505,862.5217991428018
m264M_488,5.0,11.0,3.0,23.0,8.0,17.0,9.0,24.0,4.0,111.0,4.0,44.0,3.0,6.0,1.0,16.0,0.0,13.0,9.0,4.0,3.0,17.0,117.0,43.0,91.0,0.0,5.0,0.0,1.0,776.3187548045545,942.0568648923056
m264M_491,8.0,0.0,1.0,12.0,65.0,37.0,8.0,10.0,6.0,52.0,141.0,4.0,0.0,0.0,0.0,97.0,0.0,342.0,63.0,0.0,1.0,47.0,159.0,121.0,8.0,2.0,0.0,0.0,3.0,420.8205663659094,910.162680726166
m264M_497,5.0,6.0,1.0,51.0,86.0,3.0,7.0,17.0,2.0,229.0,9.0,55.0,4.0,1.0,0.0,54.0,0.0,2.0,3.0,37.0,2.0,24.0,8.0,182.0,8.0,0.0,15.0,1.0,0.0,1108.823221665183,563.6249627512534
m264M_504,9.0,4.0,1.0,27.0,75.0,26.0,10.0,8.0,6.0,204.0,181.0,19.0,2.0,5.0,1.0,81.0,0.0,442.0,236.0,75.0,297.0,7.0,56.0,175.0,3.0,38.0,0.0,13.0,0.0,598.1968240206802,612.7404525750646
m264M_505,33.0,9.0,5.0,22.0,26.0,17.0,19.0,25.0,5.0,261.0,11.0,66.0,5.0,1.0,0.0,15.0,5.0,19.0,5.0,10.0,0.0,43.0,128.0,12.0,104.0,0.0,4.0,0.0,0.0,1124.2482378223494,994.1177438395416
m264M_514,3.0,0.0,2.0,12.0,11.0,25.0,5.0,5.0,19.0,128.0,150.0,4.0,24.0,72.0,2.0,443.0,0.0,17.0,28.0,2.0,3.0,8.0,10.0,182.0,100.0,1.0,5.0,0.0,1.0,488.9831373618879,809.1931259946347
m264M_516,2.0,0.0,12.0,26.0,7.0,15.0,1.0,3.0,13.0,52.0,26.0,0.0,24.0,24.0,2.0,22.0,0.0,0.0,11.0,5.0,6.0,4.0,5.0,135.0,55.0,4.0,30.0,4.0,4.0,519.4890190304815,613.946741916135
m264M_536,8.0,3.0,1.0,16.0,75.0,14.0,2.0,3.0,0.0,228.0,179.0,8.0,4.0,21.0,1.0,0.0,0.0,15.0,205.0,31.0,143.0,33.0,91.0,107.0,7.0,30.0,5.0,53.0,4.0,499.4138936252663,700.5217089711298
m264M_537,3.0,0.0,2.0,28.0,5.0,102.0,13.0,24.0,3.0,22.0,3.0,47.0,11.0,2.0,1.0,12.0,0.0,1.0,27.0,21.0,138.0,24.0,28.0,208.0,12.0,5.0,13.0,3.0,5.0,748.2321047656558,588.1424119732178
m264M_541,1.0,18.0,3.0,20.0,50.0,108.0,4.0,9.0,47.0,63.0,91.0,25.0,1.0,1.0,35.0,6.0,0.0,0.0,65.0,1.0,28.0,6.0,23.0,137.0,3.0,4.0,21.0,0.0,3.0,470.2100588354637,404.8069060661392
m264M_542,6.0,1.0,0.0,13.0,81.0,15.0,0.0,11.0,0.0,107.0,176.0,0.0,0.0,7.0,1.0,2.0,0.0,84.0,198.0,67.0,229.0,9.0,58.0,153.0,11.0,77.0,8.0,51.0,11.0,673.8787341432911,639.2145863855637
m264M_546,20.0,6.0,9.0,27.0,58.0,16.0,7.0,11.0,4.0,211.0,7.0,37.0,1.0,0.0,2.0,8.0,5.0,23.0,2.0,0.0,1.0,28.0,151.0,29.0,209.0,0.0,5.0,0.0,1.0,1109.0830624318494,712.0917606663112
m264M_548,0.0,0.0,1.0,39.0,67.0,4.0,1.0,8.0,217.0,35.0,6.0,13.0,1.0,1.0,1.0,19.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,139.0,11.0,3.0,30.0,0.0,0.0,1039.3684278052372,454.84680513198026
m264M_550,5.0,15.0,3.0,20.0,75.0,44.0,6.0,3.0,128.0,16.0,129.0,34.0,1.0,1.0,17.0,18.0,0.0,0.0,54.0,1.0,3.0,40.0,22.0,126.0,3.0,4.0,11.0,4.0,1.0,483.36106463878326,431.9819771863118
m264M_551,21.0,4.0,4.0,20.0,11.0,16.0,6.0,25.0,4.0,131.0,5.0,58.0,0.0,1.0,0.0,13.0,3.0,8.0,6.0,5.0,0.0,22.0,73.0,6.0,78.0,0.0,14.0,0.0,2.0,764.9063569818253,1024.4341857552397
m264M_555,1.0,0.0,1.0,37.0,13.0,10.0,2.0,28.0,12.0,29.0,6.0,24.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,5.0,2.0,9.0,5.0,124.0,65.0,6.0,7.0,0.0,3.0,887.2689923209529,609.3465224886382
m264M_556,8.0,0.0,11.0,20.0,5.0,8.0,3.0,15.0,5.0,243.0,116.0,1.0,19.0,55.0,6.0,232.0,0.0,20.0,22.0,4.0,8.0,7.0,18.0,150.0,5.0,3.0,0.0,1.0,0.0,606.5269867633419,808.1181957676419
m264M_560,3.0,3.0,2.0,54.0,179.0,31.0,2.0,2.0,2.0,342.0,218.0,15.0,4.0,10.0,18.0,282.0,1.0,436.0,396.0,79.0,187.0,12.0,78.0,294.0,23.0,80.0,3.0,72.0,0.0,548.9131007484168,667.1982607944733
m264M_562,3.0,0.0,1.0,46.0,37.0,17.0,1.0,20.0,1.0,31.0,60.0,9.0,0.0,0.0,1.0,191.0,0.0,5.0,0.0,0.0,0.0,6.0,27.0,48.0,73.0,0.0,1.0,0.0,3.0,223.89079502919603,939.5373618805212
m264M_574,30.0,0.0,4.0,39.0,15.0,36.0,8.0,14.0,4.0,373.0,5.0,392.0,5.0,0.0,6.0,12.0,4.0,12.0,3.0,19.0,2.0,14.0,10.0,7.0,8.0,1.0,0.0,0.0,9.0,1096.939049065336,1045.20841739885
m264M_586,5.0,0.0,2.0,7.0,11.0,4.0,1.0,5.0,6.0,426.0,27.0,1.0,336.0,71.0,3.0,12.0,0.0,0.0,13.0,4.0,1.0,7.0,27.0,171.0,12.0,0.0,1.0,1.0,0.0,743.8089149458983,699.0963874638962
m264M_599,1.0,3.0,0.0,16.0,18.0,20.0,3.0,3.0,4.0,22.0,47.0,8.0,0.0,0.0,0.0,163.0,0.0,5.0,2.0,1.0,1.0,1.0,25.0,5.0,29.0,0.0,1.0,1.0,0.0,150.1761085972851,870.330286576169
m264M_609,6.0,13.0,4.0,15.0,8.0,15.0,8.0,18.0,2.0,135.0,19.0,73.0,0.0,0.0,0.0,30.0,1.0,7.0,7.0,3.0,2.0,14.0,101.0,7.0,156.0,0.0,0.0,0.0,1.0,624.3420161212473,988.5319847475624
m264M_612,3.0,0.0,8.0,12.0,16.0,16.0,5.0,7.0,11.0,94.0,83.0,4.0,11.0,122.0,1.0,54.0,0.0,111.0,26.0,2.0,3.0,12.0,45.0,158.0,18.0,0.0,2.0,0.0,0.0,520.1738665683745,795.1814185666893
m264M_622,8.0,3.0,2.0,32.0,68.0,10.0,3.0,13.0,5.0,62.0,71.0,4.0,3.0,2.0,0.0,13.0,0.0,35.0,56.0,1.0,5.0,36.0,88.0,89.0,6.0,3.0,0.0,3.0,0.0,336.42217142857135,710.5372857142854
m264M_624,2.0,0.0,0.0,61.0,23.0,28.0,1.0,17.0,1.0,78.0,67.0,39.0,0.0,0.0,0.0,241.0,0.0,11.0,0.0,0.0,2.0,4.0,48.0,45.0,69.0,0.0,2.0,0.0,5.0,291.80957339706106,910.544236538364
m264M_628,10.0,6.0,2.0,31.0,17.0,20.0,6.0,18.0,4.0,208.0,24.0,124.0,2.0,0.0,3.0,15.0,1.0,7.0,8.0,1.0,2.0,7.0,96.0,7.0,134.0,1.0,46.0,2.0,4.0,604.308157129001,1046.8801517250936
m264M_629,0.0,3.0,1.0,16.0,78.0,5.0,3.0,10.0,1.0,319.0,163.0,3.0,1.0,0.0,0.0,12.0,0.0,82.0,215.0,65.0,11.0,4.0,61.0,154.0,5.0,30.0,3.0,29.0,2.0,602.4078019801981,617.3593732673268
m264M_631,1.0,5.0,1.0,8.0,66.0,21.0,5.0,9.0,1.0,52.0,131.0,2.0,3.0,4.0,1.0,38.0,1.0,369.0,116.0,0.0,1.0,24.0,118.0,105.0,5.0,0.0,8.0,1.0,10.0,636.2667695019833,808.2552247686206
m264M_632,10.0,7.0,0.0,16.0,45.0,42.0,1.0,1.0,4.0,108.0,189.0,4.0,3.0,3.0,2.0,17.0,1.0,355.0,204.0,8.0,1.0,34.0,132.0,123.0,7.0,1.0,13.0,2.0,10.0,666.9692144044321,867.3824051708217
m264M_647,7.0,22.0,1.0,48.0,10.0,15.0,1.0,11.0,2.0,19.0,38.0,28.0,0.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,2.0,15.0,37.0,58.0,2.0,1.0,1.0,2.0,260.69254210629794,720.4785647814405
m264M_650,16.0,0.0,1.0,24.0,11.0,12.0,2.0,18.0,7.0,256.0,112.0,3.0,37.0,15.0,5.0,135.0,1.0,19.0,14.0,1.0,2.0,12.0,15.0,147.0,2.0,0.0,0.0,4.0,0.0,394.2981455222403,843.0963520418268
m264M_652,3.0,0.0,2.0,20.0,15.0,12.0,7.0,26.0,142.0,9.0,5.0,5.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,71.0,13.0,0.0,5.0,0.0,1.0,1035.7502472527472,513.5588736263736
m264M_654,8.0,0.0,2.0,29.0,75.0,21.0,3.0,5.0,0.0,185.0,115.0,1.0,2.0,18.0,0.0,11.0,0.0,100.0,167.0,66.0,218.0,14.0,64.0,104.0,8.0,16.0,2.0,93.0,0.0,577.605588444909,644.8524217228107
m264M_678,9.0,11.0,0.0,28.0,58.0,72.0,1.0,5.0,5.0,179.0,289.0,8.0,6.0,10.0,0.0,165.0,1.0,564.0,341.0,4.0,7.0,40.0,170.0,187.0,8.0,3.0,11.0,2.0,7.0,526.2805789494934,856.2897864265817
m264M_685,4.0,3.0,1.0,9.0,67.0,24.0,4.0,9.0,4.0,219.0,104.0,0.0,4.0,9.0,0.0,65.0,0.0,254.0,276.0,44.0,17.0,18.0,62.0,140.0,13.0,7.0,3.0,22.0,1.0,657.5719057426122,731.8313587815509
m264M_691,5.0,14.0,0.0,14.0,62.0,12.0,4.0,4.0,0.0,51.0,124.0,7.0,2.0,1.0,4.0,5.0,0.0,73.0,230.0,30.0,222.0,27.0,74.0,116.0,4.0,12.0,5.0,65.0,4.0,494.7398660311736,735.1608046717334
m264M_694,20.0,6.0,4.0,53.0,13.0,26.0,2.0,17.0,3.0,236.0,18.0,115.0,5.0,2.0,7.0,12.0,7.0,10.0,13.0,7.0,4.0,9.0,71.0,17.0,73.0,1.0,28.0,6.0,4.0,719.1402687597348,1056.3786836881166
m264M_697,2.0,2.0,2.0,50.0,37.0,21.0,1.0,16.0,5.0,43.0,97.0,18.0,3.0,0.0,0.0,331.0,1.0,9.0,3.0,2.0,3.0,4.0,44.0,81.0,129.0,0.0,6.0,1.0,3.0,266.99327834609824,836.8198489636336
m264M_698,15.0,1.0,4.0,25.0,20.0,15.0,5.0,7.0,0.0,155.0,112.0,3.0,2.0,33.0,1.0,287.0,0.0,52.0,19.0,1.0,3.0,5.0,74.0,108.0,30.0,2.0,1.0,1.0,3.0,411.7609179282869,853.0789434262947
m264M_702,10.0,5.0,3.0,47.0,25.0,33.0,8.0,40.0,8.0,320.0,12.0,83.0,2.0,1.0,3.0,10.0,5.0,17.0,7.0,5.0,2.0,26.0,80.0,12.0,131.0,0.0,17.0,0.0,2.0,986.4054151048728,1014.3180982002816
m264M_705,3.0,0.0,0.0,9.0,6.0,10.0,4.0,3.0,3.0,142.0,217.0,10.0,0.0,0.0,0.0,426.0,0.0,17.0,22.0,1.0,7.0,2.0,75.0,136.0,64.0,0.0,0.0,0.0,0.0,409.627441503644,855.6576838000258
m264M_711,21.0,5.0,1.0,21.0,29.0,12.0,13.0,28.0,6.0,115.0,6.0,62.0,4.0,1.0,11.0,4.0,7.0,8.0,3.0,1.0,3.0,29.0,88.0,10.0,128.0,2.0,57.0,2.0,1.0,1134.612579080494,940.2515256658236
m264M_718,1.0,0.0,4.0,21.0,14.0,23.0,10.0,10.0,7.0,112.0,56.0,2.0,6.0,4.0,0.0,308.0,0.0,41.0,42.0,0.0,0.0,9.0,16.0,152.0,83.0,1.0,3.0,1.0,3.0,418.9178902994012,895.5358668263472
m264M_731,3.0,1.0,1.0,16.0,12.0,9.0,0.0,7.0,1.0,186.0,92.0,11.0,1.0,33.0,0.0,23.0,0.0,6.0,78.0,47.0,149.0,5.0,26.0,162.0,7.0,76.0,0.0,47.0,0.0,816.8704487409611,657.505844402277
m264M_743,0.0,0.0,1.0,10.0,8.0,4.0,2.0,19.0,5.0,467.0,114.0,2.0,14.0,128.0,37.0,382.0,0.0,10.0,14.0,2.0,1.0,8.0,28.0,155.0,7.0,1.0,3.0,0.0,0.0,649.0321087828803,800.9409563085153
m264M_755,15.0,10.0,7.0,16.0,39.0,34.0,10.0,10.0,5.0,122.0,23.0,72.0,0.0,0.0,0.0,11.0,3.0,8.0,5.0,3.0,5.0,4.0,120.0,5.0,73.0,0.0,39.0,1.0,4.0,727.2106276621696,1063.459915936427
m264M_757,6.0,0.0,3.0,10.0,3.0,33.0,1.0,16.0,3.0,242.0,17.0,102.0,0.0,2.0,4.0,11.0,4.0,110.0,6.0,4.0,2.0,37.0,103.0,26.0,192.0,0.0,15.0,0.0,7.0,1055.8372848960894,957.6134720994928
m264M_760,19.0,1.0,2.0,15.0,21.0,11.0,9.0,16.0,2.0,64.0,8.0,47.0,3.0,0.0,4.0,8.0,1.0,5.0,2.0,2.0,1.0,16.0,72.0,14.0,110.0,0.0,39.0,2.0,3.0,837.5730435079805,1021.975580846919
m264M_766,5.0,1.0,1.0,23.0,5.0,4.0,8.0,19.0,8.0,101.0,95.0,1.0,2.0,35.0,0.0,126.0,0.0,4.0,5.0,3.0,3.0,9.0,12.0,81.0,75.0,1.0,2.0,1.0,1.0,811.1838679245284,736.3084339622643
m264M_767,9.0,11.0,3.0,34.0,22.0,24.0,13.0,24.0,4.0,120.0,6.0,101.0,0.0,0.0,0.0,8.0,1.0,6.0,3.0,3.0,4.0,11.0,45.0,16.0,64.0,0.0,21.0,0.0,3.0,795.0655616823441,913.4501019930084
m264M_774,2.0,1.0,1.0,23.0,23.0,30.0,9.0,7.0,11.0,54.0,26.0,28.0,0.0,1.0,0.0,75.0,0.0,2.0,3.0,1.0,2.0,2.0,35.0,35.0,29.0,0.0,7.0,0.0,0.0,251.1035835289639,743.2332453524523
m264M_776,4.0,2.0,0.0,58.0,42.0,20.0,1.0,8.0,0.0,16.0,90.0,5.0,1.0,0.0,3.0,155.0,1.0,3.0,6.0,1.0,1.0,2.0,25.0,61.0,71.0,1.0,5.0,1.0,6.0,234.9641523291397,846.7203577014621
m264M_784,6.0,64.0,1.0,14.0,5.0,36.0,4.0,13.0,3.0,10.0,267.0,62.0,0.0,1.0,50.0,58.0,1.0,3.0,5.0,1.0,5.0,29.0,65.0,14.0,4.0,11.0,7.0,0.0,17.0,186.26204174097452,1017.4318002602788
m264M_786,0.0,25.0,1.0,19.0,14.0,16.0,5.0,13.0,64.0,53.0,2.0,18.0,4.0,1.0,1.0,5.0,0.0,0.0,109.0,3.0,38.0,4.0,0.0,120.0,3.0,22.0,1.0,0.0,0.0,805.6982442208322,445.94266521620887
m264M_787,1.0,1.0,0.0,7.0,55.0,0.0,2.0,15.0,2.0,168.0,6.0,13.0,0.0,1.0,0.0,11.0,1.0,16.0,6.0,2.0,4.0,4.0,2.0,293.0,5.0,1.0,3.0,0.0,0.0,903.5076821565532,753.7797056169638
m264M_789,6.0,1.0,1.0,18.0,4.0,18.0,3.0,9.0,6.0,100.0,79.0,0.0,30.0,18.0,1.0,79.0,0.0,2.0,41.0,5.0,16.0,13.0,29.0,98.0,2.0,1.0,4.0,2.0,0.0,383.9151516622178,732.7190313030818
m264M_791,2.0,1.0,1.0,8.0,8.0,10.0,5.0,15.0,4.0,397.0,425.0,4.0,12.0,206.0,4.0,624.0,0.0,20.0,23.0,1.0,8.0,5.0,10.0,223.0,50.0,3.0,4.0,0.0,1.0,446.1171133734061,804.9851520100067
m264M_796,6.0,49.0,2.0,8.0,4.0,1.0,1.0,3.0,3.0,7.0,64.0,0.0,0.0,0.0,17.0,97.0,1.0,0.0,9.0,1.0,28.0,1.0,9.0,53.0,1.0,0.0,7.0,0.0,2.0,377.3360372960373,1053.281585081585
m264M_798,7.0,0.0,3.0,18.0,10.0,15.0,5.0,10.0,0.0,432.0,278.0,5.0,0.0,39.0,2.0,673.0,0.0,14.0,11.0,4.0,3.0,1.0,24.0,310.0,31.0,1.0,2.0,1.0,0.0,599.4058399850102,849.439413153457
m264M_804,9.0,6.0,1.0,32.0,55.0,46.0,0.0,5.0,18.0,54.0,133.0,6.0,7.0,4.0,1.0,189.0,2.0,436.0,316.0,1.0,3.0,37.0,114.0,174.0,6.0,1.0,8.0,1.0,9.0,574.5710622741408,861.4429935288681
m264M_811,3.0,1.0,0.0,19.0,12.0,7.0,0.0,3.0,5.0,87.0,8.0,5.0,4.0,44.0,1.0,8.0,1.0,0.0,17.0,2.0,2.0,2.0,14.0,174.0,59.0,2.0,4.0,1.0,0.0,754.3578664838643,675.7339601349928
m264M_813,2.0,0.0,2.0,9.0,6.0,5.0,4.0,19.0,10.0,12.0,5.0,12.0,1.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,1.0,9.0,2.0,231.0,4.0,0.0,0.0,0.0,4.0,1026.0325615542126,214.6890505918194
m264M_815,4.0,0.0,8.0,18.0,8.0,10.0,6.0,15.0,9.0,121.0,50.0,8.0,15.0,149.0,2.0,205.0,0.0,7.0,64.0,5.0,4.0,13.0,14.0,147.0,42.0,0.0,10.0,1.0,1.0,553.4229041963579,799.6483024544734
m264M_816,0.0,0.0,0.0,19.0,3.0,5.0,1.0,7.0,5.0,322.0,258.0,3.0,324.0,147.0,5.0,219.0,0.0,1.0,24.0,6.0,11.0,14.0,50.0,140.0,1.0,3.0,4.0,0.0,1.0,504.5910000896137,766.7906909221256
m264M_817,10.0,1.0,2.0,30.0,12.0,35.0,2.0,5.0,3.0,127.0,323.0,7.0,0.0,0.0,0.0,647.0,1.0,141.0,147.0,0.0,4.0,1.0,86.0,141.0,99.0,0.0,0.0,0.0,5.0,413.0484101303844,875.6880012287528
m264M_821,8.0,0.0,1.0,95.0,13.0,32.0,1.0,5.0,0.0,122.0,270.0,5.0,5.0,52.0,2.0,522.0,1.0,23.0,12.0,1.0,2.0,8.0,70.0,109.0,82.0,0.0,8.0,2.0,29.0,475.64694910962953,867.0280243058487
m264M_822,4.0,0.0,1.0,44.0,16.0,23.0,1.0,2.0,3.0,91.0,130.0,5.0,71.0,31.0,0.0,126.0,0.0,2.0,8.0,1.0,5.0,1.0,45.0,74.0,6.0,0.0,1.0,1.0,0.0,351.48398833819243,661.1619379803869
m264M_843,5.0,5.0,0.0,28.0,79.0,56.0,1.0,4.0,1.0,121.0,268.0,8.0,0.0,10.0,3.0,18.0,0.0,275.0,213.0,21.0,32.0,40.0,103.0,152.0,9.0,12.0,1.0,8.0,21.0,453.6916624868539,680.0691764420352
m264M_845,12.0,2.0,1.0,53.0,53.0,24.0,6.0,10.0,19.0,62.0,102.0,17.0,0.0,2.0,0.0,267.0,0.0,8.0,5.0,0.0,4.0,7.0,44.0,101.0,62.0,0.0,0.0,0.0,1.0,265.5272898710013,618.1488621507491
m264M_859,2.0,14.0,4.0,40.0,11.0,16.0,5.0,14.0,7.0,40.0,73.0,21.0,0.0,0.0,0.0,295.0,2.0,15.0,23.0,2.0,0.0,14.0,97.0,31.0,81.0,0.0,1.0,1.0,1.0,337.6823081429408,922.2724289689514
m264M_860,12.0,3.0,3.0,12.0,7.0,9.0,4.0,10.0,4.0,211.0,9.0,49.0,1.0,0.0,0.0,6.0,1.0,13.0,1.0,0.0,3.0,20.0,52.0,9.0,69.0,0.0,6.0,0.0,0.0,1059.2116596370142,1019.9963509713702
m264M_861,5.0,2.0,1.0,49.0,43.0,41.0,3.0,16.0,7.0,46.0,89.0,33.0,0.0,0.0,1.0,222.0,0.0,8.0,1.0,0.0,0.0,2.0,80.0,56.0,111.0,0.0,2.0,1.0,2.0,237.1830769230769,833.7239668502142
m264M_865,22.0,10.0,0.0,16.0,15.0,26.0,5.0,7.0,0.0,85.0,22.0,72.0,2.0,0.0,1.0,15.0,7.0,11.0,4.0,1.0,7.0,14.0,90.0,20.0,132.0,1.0,38.0,5.0,4.0,869.8353477401226,1002.3873897811231
m264M_868,15.0,17.0,4.0,37.0,28.0,22.0,3.0,14.0,4.0,203.0,5.0,85.0,5.0,4.0,3.0,4.0,2.0,6.0,23.0,2.0,2.0,13.0,180.0,14.0,119.0,3.0,57.0,1.0,5.0,952.3750614730014,842.8321046569031
m264M_878,3.0,1.0,1.0,21.0,10.0,9.0,0.0,3.0,0.0,164.0,140.0,1.0,129.0,89.0,3.0,151.0,0.0,0.0,41.0,8.0,26.0,7.0,33.0,189.0,89.0,2.0,4.0,2.0,1.0,495.9970615658193,683.5767578218869
m264M_881,5.0,0.0,4.0,14.0,7.0,11.0,2.0,9.0,1.0,204.0,30.0,2.0,30.0,47.0,0.0,50.0,0.0,2.0,15.0,4.0,3.0,4.0,8.0,156.0,53.0,1.0,17.0,0.0,2.0,577.8483293484759,697.7683542538355
m264M_887,8.0,2.0,4.0,24.0,63.0,10.0,4.0,93.0,117.0,6.0,3.0,6.0,23.0,1.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,17.0,1.0,171.0,4.0,6.0,10.0,1.0,2.0,1035.0821754750875,332.05498156377047
m264M_897,4.0,34.0,0.0,39.0,6.0,12.0,3.0,9.0,2.0,14.0,56.0,15.0,1.0,0.0,0.0,236.0,2.0,6.0,2.0,1.0,1.0,8.0,50.0,36.0,45.0,0.0,1.0,0.0,2.0,329.977903155264,972.9206935332708
m264M_898,0.0,0.0,0.0,14.0,6.0,6.0,4.0,10.0,2.0,236.0,181.0,0.0,4.0,154.0,2.0,288.0,0.0,10.0,20.0,1.0,2.0,4.0,16.0,131.0,12.0,4.0,1.0,1.0,1.0,663.6876226445744,804.4007707927226
m264M_899,4.0,4.0,2.0,28.0,114.0,7.0,14.0,16.0,2.0,394.0,4.0,30.0,2.0,1.0,0.0,5.0,0.0,498.0,5.0,3.0,2.0,22.0,25.0,315.0,24.0,3.0,9.0,0.0,6.0,748.0390665566797,1018.337546997786
m264M_903,5.0,2.0,1.0,27.0,24.0,29.0,6.0,9.0,2.0,16.0,92.0,6.0,0.0,0.0,0.0,261.0,1.0,3.0,0.0,2.0,1.0,10.0,21.0,39.0,33.0,0.0,2.0,0.0,8.0,167.76831035288615,1005.8566242112644
m264M_904,2.0,0.0,5.0,30.0,8.0,21.0,6.0,8.0,1.0,7.0,3.0,46.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,59.0,4.0,1.0,102.0,1.0,1.0,0.0,0.0,22.0,445.8662557385077,410.927120034278
m264M_911,2.0,5.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,39.0,11.0,12.0,0.0,0.0,1.0,80.0,0.0,3.0,2.0,1.0,1.0,5.0,22.0,69.0,3.0,1.0,0.0,0.0,0.0,1074.559402273958,631.3879805089334
m264M_917,14.0,3.0,4.0,18.0,22.0,25.0,17.0,32.0,6.0,174.0,23.0,129.0,2.0,3.0,6.0,12.0,2.0,15.0,3.0,2.0,4.0,19.0,178.0,18.0,106.0,1.0,28.0,1.0,11.0,641.1999671592775,1026.339807528424
m264M_919,2.0,0.0,0.0,26.0,32.0,15.0,1.0,11.0,3.0,67.0,10.0,16.0,0.0,0.0,1.0,8.0,0.0,58.0,3.0,3.0,2.0,3.0,2.0,87.0,16.0,0.0,7.0,0.0,0.0,959.5604266369876,645.4725802263031
m264M_930,3.0,0.0,5.0,14.0,5.0,4.0,1.0,0.0,14.0,143.0,26.0,3.0,7.0,62.0,1.0,10.0,0.0,4.0,57.0,15.0,4.0,5.0,5.0,134.0,16.0,3.0,12.0,1.0,2.0,703.9764532954007,682.3488435804226
m264M_932,6.0,1.0,1.0,15.0,9.0,31.0,8.0,25.0,4.0,384.0,8.0,71.0,2.0,4.0,2.0,14.0,1.0,19.0,12.0,0.0,0.0,30.0,113.0,21.0,168.0,0.0,23.0,0.0,4.0,841.9952625105199,946.47036900369
m264M_934,2.0,9.0,0.0,63.0,19.0,16.0,0.0,3.0,0.0,56.0,131.0,24.0,2.0,1.0,2.0,194.0,0.0,5.0,3.0,0.0,2.0,8.0,12.0,37.0,41.0,0.0,3.0,1.0,22.0,117.02953643322935,959.3850382761552
m264M_936,3.0,6.0,0.0,12.0,44.0,10.0,7.0,18.0,6.0,372.0,145.0,6.0,1.0,4.0,0.0,23.0,0.0,302.0,286.0,121.0,174.0,35.0,127.0,160.0,14.0,23.0,1.0,21.0,0.0,409.0831936460573,751.2597920049145
m264M_939,2.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,29.0,20.0,4.0,2.0,0.0,0.0,85.0,0.0,1.0,12.0,1.0,0.0,4.0,25.0,94.0,2.0,4.0,2.0,1.0,0.0,1058.0888011407262,662.5709926510914
m264M_942,5.0,1.0,0.0,19.0,7.0,21.0,13.0,23.0,3.0,283.0,10.0,105.0,2.0,4.0,4.0,5.0,3.0,9.0,2.0,1.0,3.0,24.0,43.0,15.0,118.0,1.0,16.0,1.0,3.0,848.4758408893523,983.0311064790692
m264M_949,20.0,23.0,1.0,56.0,20.0,23.0,9.0,21.0,3.0,31.0,111.0,39.0,0.0,0.0,0.0,168.0,0.0,4.0,2.0,3.0,3.0,14.0,23.0,52.0,83.0,0.0,0.0,0.0,46.0,212.2982138887547,1016.8080036727396
m264M_955,5.0,7.0,0.0,17.0,35.0,26.0,1.0,13.0,12.0,333.0,133.0,5.0,4.0,8.0,0.0,39.0,0.0,166.0,178.0,46.0,126.0,12.0,84.0,190.0,4.0,103.0,0.0,44.0,0.0,419.9721630409893,663.0374270666363
m264M_962,4.0,0.0,3.0,6.0,1.0,3.0,1.0,0.0,181.0,88.0,6.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,126.0,25.0,0.0,47.0,1.0,1.0,861.0123600000003,700.193212631579
m264M_973,3.0,7.0,0.0,19.0,7.0,25.0,3.0,12.0,6.0,23.0,193.0,97.0,0.0,1.0,71.0,60.0,0.0,6.0,43.0,2.0,1.0,15.0,43.0,31.0,3.0,0.0,10.0,2.0,16.0,135.19299220369092,947.6543619855915
m264M_975,36.0,28.0,5.0,15.0,5.0,39.0,10.0,19.0,0.0,182.0,19.0,118.0,0.0,0.0,1.0,47.0,3.0,15.0,37.0,10.0,3.0,17.0,130.0,47.0,84.0,0.0,17.0,2.0,2.0,562.2634780499636,1010.1538822863612
m264M_977,40.0,3.0,20.0,20.0,47.0,14.0,5.0,5.0,2.0,14.0,8.0,159.0,1.0,0.0,20.0,28.0,0.0,0.0,3.0,0.0,9.0,49.0,1.0,186.0,5.0,6.0,2.0,2.0,1.0,393.8516992892707,485.4860385390142
